STATUSMOVEMENTID,SUBSCRIPTIONID,STATUSID,MOVEMENTDATE
51400957,1080,2,16-02-2024 21:44
92978395,1080,0,16-02-2024 21:53
25147356,1080,2,16-02-2024 21:55
53131102,6289,1,09-04-2024 17:41
70272586,6289,2,09-04-2024 17:45
39967714,6289,3,09-04-2024 17:47
34635035,6289,4,09-04-2024 17:51
92879129,6289,0,09-04-2024 17:55
91211515,6289,2,09-04-2024 17:58
55792834,6289,3,09-04-2024 18:00
37162392,6289,0,09-04-2024 18:03
28576666,6289,1,09-04-2024 18:06
59002706,6289,2,09-04-2024 18:11
53272161,6289,3,09-04-2024 18:14
74309856,6289,4,09-04-2024 18:19
92904833,5786,0,18-01-2024 21:12
39821228,4058,1,02-01-2024 15:45
81513576,4058,0,02-01-2024 15:55
68393624,3891,1,06-02-2024 16:10
90995298,3891,0,06-02-2024 16:20
47894287,9633,1,27-01-2024 14:06
36012469,9633,0,27-01-2024 14:11
73394504,6678,0,15-02-2024 21:43
47268768,6678,0,15-02-2024 21:49
54044009,4256,0,19-01-2024 17:15
85783161,5470,0,09-02-2024 11:05
54806718,6068,1,24-01-2024 16:28
96123800,6068,2,24-01-2024 16:32
16080488,6068,3,24-01-2024 16:33
92912674,6068,4,24-01-2024 16:35
17066209,6068,0,24-01-2024 16:39
41060217,6068,2,24-01-2024 16:40
91918372,6068,3,24-01-2024 16:42
52681417,6068,0,24-01-2024 16:46
97316672,6068,1,24-01-2024 16:48
56045797,6068,2,24-01-2024 16:50
11562694,6068,3,24-01-2024 16:55
52964604,6068,4,24-01-2024 17:00
71041076,2899,1,09-04-2024 10:45
15373154,2899,2,09-04-2024 10:49
12953536,2899,0,09-04-2024 10:53
66533281,2899,2,09-04-2024 10:58
60515618,2899,0,09-04-2024 11:02
21937369,2899,1,09-04-2024 11:06
57931031,2899,2,09-04-2024 11:11
32578786,6700,1,20-02-2024 12:13
18638525,6700,2,20-02-2024 12:15
70655532,6700,3,20-02-2024 12:16
75156315,6700,4,20-02-2024 12:21
65602450,6700,0,20-02-2024 12:22
55644004,6700,2,20-02-2024 12:27
67646592,6700,3,20-02-2024 12:28
99920857,6700,0,20-02-2024 12:30
15042076,6700,1,20-02-2024 12:34
50852781,6700,2,20-02-2024 12:36
36691319,6700,3,20-02-2024 12:41
58854289,6700,4,20-02-2024 12:43
76811000,1941,0,20-01-2024 13:08
78319097,1941,0,20-01-2024 13:17
75726459,7475,0,15-01-2024 20:38
53995645,7475,0,15-01-2024 20:50
75121137,7495,1,13-02-2024 19:26
35563221,7495,2,13-02-2024 19:27
46551079,7495,0,13-02-2024 19:35
55664069,7495,2,13-02-2024 19:40
73270409,7495,0,13-02-2024 19:44
39480869,7495,1,13-02-2024 19:48
93467003,7495,2,13-02-2024 19:50
74657579,5984,1,29-01-2024 13:19
26812743,5984,0,29-01-2024 13:31
45667940,5984,0,29-01-2024 13:39
12272073,5984,1,29-01-2024 13:42
18049393,3796,0,10-02-2024 16:37
32042484,1229,0,25-01-2024 15:19
67175952,2545,0,14-03-2024 13:20
10378565,2545,0,14-03-2024 13:30
51880549,5432,1,16-03-2024 17:18
90108494,5432,0,16-03-2024 17:28
78501774,9121,1,20-01-2024 12:29
64146610,9121,0,20-01-2024 12:40
86636933,9121,0,20-01-2024 12:45
45644561,9121,1,20-01-2024 12:46
82610639,8489,1,29-02-2024 15:23
82669712,8489,2,29-02-2024 15:26
99619918,8489,3,29-02-2024 15:30
43905325,8489,4,29-02-2024 15:31
30548912,8489,0,29-02-2024 15:32
14960720,8489,2,29-02-2024 15:37
60596708,8489,3,29-02-2024 15:41
26349035,8489,0,29-02-2024 15:46
75328442,8489,1,29-02-2024 15:51
88885115,8489,2,29-02-2024 15:52
74741208,8489,3,29-02-2024 15:55
65860081,8489,4,29-02-2024 15:58
53328259,2524,0,20-02-2024 13:39
78156224,5294,1,11-01-2024 20:01
14896236,5294,2,11-01-2024 20:04
14312033,5294,3,11-01-2024 20:06
36269011,5294,0,11-01-2024 20:11
74157796,5294,2,11-01-2024 20:16
98825450,5294,3,11-01-2024 20:21
35042151,5294,0,11-01-2024 20:24
30441092,5294,1,11-01-2024 20:27
43476778,5294,2,11-01-2024 20:32
38372768,5294,3,11-01-2024 20:36
65619553,2263,0,21-01-2024 11:00
57545623,2263,0,21-01-2024 11:07
51171480,6176,1,20-02-2024 14:14
54610977,6176,2,20-02-2024 14:16
49565032,6176,3,20-02-2024 14:21
50957094,6176,0,20-02-2024 14:25
99983711,6176,2,20-02-2024 14:29
76742747,6176,3,20-02-2024 14:32
33417883,5627,0,22-03-2024 21:45
15496558,5627,0,22-03-2024 21:53
94066154,6539,1,27-01-2024 10:44
94886625,6539,2,27-01-2024 10:45
32309363,6539,0,27-01-2024 10:52
37742209,6539,2,27-01-2024 10:53
51729169,6539,0,27-01-2024 10:57
10445619,6539,1,27-01-2024 11:02
38941571,6539,2,27-01-2024 11:06
34783717,6502,1,30-03-2024 18:35
52627655,6502,2,30-03-2024 18:37
90495904,6502,3,30-03-2024 18:40
33713172,6502,4,30-03-2024 18:42
49181411,6502,0,30-03-2024 18:46
65898447,6502,2,30-03-2024 18:47
15434275,6502,3,30-03-2024 18:51
42558875,6502,0,30-03-2024 18:56
59809317,6502,1,30-03-2024 19:01
70914534,6502,2,30-03-2024 19:04
55612734,6502,3,30-03-2024 19:06
28883131,6502,4,30-03-2024 19:08
50367004,6140,0,15-01-2024 21:04
18231505,6140,0,15-01-2024 21:12
87271338,9860,0,07-04-2024 21:38
70109874,9860,0,07-04-2024 21:49
55799900,1717,0,06-03-2024 18:55
93264768,1717,0,06-03-2024 19:04
36675791,8404,1,16-03-2024 12:11
75515741,8404,2,16-03-2024 12:14
95042248,8404,3,16-03-2024 12:18
85833883,8404,0,16-03-2024 12:20
12062101,8404,2,16-03-2024 12:21
58781884,8404,3,16-03-2024 12:25
80522085,1273,1,02-02-2024 21:21
78824279,1273,2,02-02-2024 21:26
16726057,1273,3,02-02-2024 21:28
54376915,1273,0,02-02-2024 21:32
38570501,1273,2,02-02-2024 21:34
34254401,1273,3,02-02-2024 21:35
32131768,1273,4,02-02-2024 21:36
36525651,2034,1,20-02-2024 18:12
48434835,2034,2,20-02-2024 18:17
44501081,2034,3,20-02-2024 18:21
41347130,2034,4,20-02-2024 18:25
65239843,2034,0,20-02-2024 18:26
36173525,2034,2,20-02-2024 18:27
34859052,2034,3,20-02-2024 18:29
55859827,2034,0,20-02-2024 18:30
17895345,2034,1,20-02-2024 18:33
29929686,2034,2,20-02-2024 18:34
62188924,2034,3,20-02-2024 18:39
90564411,2034,4,20-02-2024 18:44
69303787,2034,5,20-02-2024 18:49
35079322,9919,1,17-03-2024 14:25
37789220,9919,2,17-03-2024 14:29
42435228,9919,3,17-03-2024 14:34
75762286,9919,0,17-03-2024 14:37
96594048,9919,2,17-03-2024 14:39
43828957,9919,3,17-03-2024 14:44
28043873,9919,4,17-03-2024 14:48
49833388,1073,1,18-02-2024 13:08
75274705,1073,2,18-02-2024 13:09
34301128,1073,3,18-02-2024 13:12
48580171,1073,0,18-02-2024 13:15
63898919,1073,2,18-02-2024 13:18
39613747,1073,3,18-02-2024 13:22
24409359,2611,1,07-04-2024 14:20
40284195,2611,2,07-04-2024 14:21
14915087,2611,3,07-04-2024 14:26
17419796,2611,0,07-04-2024 14:28
91627569,2611,2,07-04-2024 14:31
51584457,2611,3,07-04-2024 14:34
39947569,3761,0,24-02-2024 13:56
85092387,3761,0,24-02-2024 14:05
87360531,3039,1,09-02-2024 14:02
69596899,3039,2,09-02-2024 14:04
22882471,3039,3,09-02-2024 14:07
67974053,3039,0,09-02-2024 14:09
92852707,3039,2,09-02-2024 14:10
22165712,3039,3,09-02-2024 14:13
38372448,3039,4,09-02-2024 14:17
44151294,3039,5,09-02-2024 14:21
25684728,9326,1,06-04-2024 10:27
93920848,9326,0,06-04-2024 10:40
67624723,9326,0,06-04-2024 10:51
34071335,9326,1,06-04-2024 10:53
51085185,6422,0,17-03-2024 18:29
98056678,6422,0,17-03-2024 18:37
69955866,5553,0,18-02-2024 12:51
36014944,8015,1,02-01-2024 10:46
90653293,8015,2,02-01-2024 10:48
44966225,8015,3,02-01-2024 10:52
82911846,8015,0,02-01-2024 10:58
39432467,8015,2,02-01-2024 11:02
89762611,8015,3,02-01-2024 11:04
47131342,8015,0,02-01-2024 11:05
14956966,8015,1,02-01-2024 11:06
89134681,8015,2,02-01-2024 11:11
45322603,8015,3,02-01-2024 11:13
59281252,3057,1,18-02-2024 13:17
27365215,3057,0,18-02-2024 13:24
20056779,3057,0,18-02-2024 13:37
32288035,3057,1,18-02-2024 13:41
72109708,8637,1,12-01-2024 14:37
62259316,8637,2,12-01-2024 14:39
18657779,8637,3,12-01-2024 14:44
62288581,8637,4,12-01-2024 14:45
97051966,8637,0,12-01-2024 14:48
57175013,8637,2,12-01-2024 14:50
19988260,8637,3,12-01-2024 14:54
51770124,8637,0,12-01-2024 14:59
68406668,8637,1,12-01-2024 15:03
80787516,8637,2,12-01-2024 15:04
79368409,8637,3,12-01-2024 15:05
18608343,8637,4,12-01-2024 15:09
90258838,1522,1,12-03-2024 15:16
65331001,1522,2,12-03-2024 15:19
86934580,1522,3,12-03-2024 15:24
24894411,1522,4,12-03-2024 15:25
57589066,1522,0,12-03-2024 15:26
25081312,1522,2,12-03-2024 15:31
12501260,1522,3,12-03-2024 15:34
58381487,1522,0,12-03-2024 15:37
39992904,1522,1,12-03-2024 15:39
18300618,1522,2,12-03-2024 15:41
48466954,1522,3,12-03-2024 15:46
22344544,1522,4,12-03-2024 15:48
50023050,1097,1,03-03-2024 10:45
57695768,1097,2,03-03-2024 10:48
50827124,1097,3,03-03-2024 10:51
43169487,1097,0,03-03-2024 10:57
53399346,1097,2,03-03-2024 11:01
68131529,1097,3,03-03-2024 11:04
97201270,1097,0,03-03-2024 11:09
49384136,1097,1,03-03-2024 11:11
39482859,1097,2,03-03-2024 11:12
50100276,1097,3,03-03-2024 11:17
70430933,5195,1,14-02-2024 19:13
12754082,5195,0,14-02-2024 19:27
79732204,8092,1,11-02-2024 20:38
18467476,8092,2,11-02-2024 20:41
18787293,8092,3,11-02-2024 20:43
54478239,8092,0,11-02-2024 20:49
52016553,8092,2,11-02-2024 20:50
98844907,8092,3,11-02-2024 20:52
73000703,8092,0,11-02-2024 20:55
76464650,8092,1,11-02-2024 20:58
21743653,8092,2,11-02-2024 21:03
99107048,8092,3,11-02-2024 21:04
55797329,5324,1,08-03-2024 18:38
23308524,5324,2,08-03-2024 18:41
43636689,5324,3,08-03-2024 18:43
90788758,5324,4,08-03-2024 18:48
33157890,5324,0,08-03-2024 18:51
21671017,5324,2,08-03-2024 18:54
46070025,5324,3,08-03-2024 18:55
93621742,5324,0,08-03-2024 18:59
98019561,5324,1,08-03-2024 19:03
18562145,5324,2,08-03-2024 19:04
79554457,5324,3,08-03-2024 19:05
48839552,5324,4,08-03-2024 19:09
35525263,5324,5,08-03-2024 19:10
29457046,8048,1,12-02-2024 13:31
21262778,8048,0,12-02-2024 13:39
84421308,8994,0,19-03-2024 21:25
50274289,8994,0,19-03-2024 21:30
97756239,4621,1,14-01-2024 17:17
51369735,4621,0,14-01-2024 17:24
76114818,6511,0,20-01-2024 21:16
97701221,5173,0,08-04-2024 19:10
37716757,5993,0,21-02-2024 16:27
72939317,5993,0,21-02-2024 16:34
39367999,1137,1,02-04-2024 19:06
83757515,1137,2,02-04-2024 19:07
31156152,1137,0,02-04-2024 19:13
51638117,1137,2,02-04-2024 19:14
40160992,2425,1,02-01-2024 10:00
19391989,2425,0,02-01-2024 10:14
84030861,5319,1,14-02-2024 21:26
25109440,5319,0,14-02-2024 21:41
66540999,5319,0,14-02-2024 21:46
20002529,5319,1,14-02-2024 21:51
80023111,3069,1,05-02-2024 17:45
95452295,3069,2,05-02-2024 17:46
60183254,3069,0,05-02-2024 17:52
64884372,3069,2,05-02-2024 17:53
22581131,3069,0,05-02-2024 17:58
69970560,3069,1,05-02-2024 18:02
51734674,3069,2,05-02-2024 18:05
53512292,9007,1,24-02-2024 12:20
71012858,9007,2,24-02-2024 12:23
14325819,9007,3,24-02-2024 12:24
54108771,9007,0,24-02-2024 12:26
15717037,9007,2,24-02-2024 12:30
44833983,9007,3,24-02-2024 12:34
44356571,9007,4,24-02-2024 12:35
70147688,1811,1,29-03-2024 16:47
96142365,1811,0,29-03-2024 17:02
41248896,1811,0,29-03-2024 17:11
94293056,1811,1,29-03-2024 17:13
10153162,1460,1,09-02-2024 14:40
56171456,1460,2,09-02-2024 14:41
83919213,1460,0,09-02-2024 14:43
38822913,1460,2,09-02-2024 14:45
19690674,1591,1,12-01-2024 15:11
17188461,1591,2,12-01-2024 15:13
74973814,1591,3,12-01-2024 15:15
15045142,1591,4,12-01-2024 15:18
73474268,1591,0,12-01-2024 15:23
81013954,1591,2,12-01-2024 15:27
36995461,1591,3,12-01-2024 15:30
29338462,1591,0,12-01-2024 15:32
53584085,1591,1,12-01-2024 15:36
50554337,1591,2,12-01-2024 15:38
86263076,1591,3,12-01-2024 15:43
96330931,1591,4,12-01-2024 15:45
64515944,1591,5,12-01-2024 15:49
90952646,3590,1,06-03-2024 13:07
36729634,3590,0,06-03-2024 13:16
70537794,6519,1,11-02-2024 21:10
20729431,6519,2,11-02-2024 21:14
72957173,6519,3,11-02-2024 21:15
87385165,6519,4,11-02-2024 21:20
31123871,6519,0,11-02-2024 21:21
54822896,6519,2,11-02-2024 21:22
45816101,6519,3,11-02-2024 21:23
39119805,6519,0,11-02-2024 21:28
48885341,6519,1,11-02-2024 21:31
17946028,6519,2,11-02-2024 21:34
32952500,6519,3,11-02-2024 21:38
89141548,6519,4,11-02-2024 21:41
18491268,6519,5,11-02-2024 21:42
97064734,5818,0,08-03-2024 11:11
71531871,5818,0,08-03-2024 11:17
64984918,7999,1,23-02-2024 14:56
35312613,7999,2,23-02-2024 14:59
80242285,7999,3,23-02-2024 15:01
96368940,7999,0,23-02-2024 15:06
37889073,7999,2,23-02-2024 15:10
25595567,7999,3,23-02-2024 15:12
61289176,7999,4,23-02-2024 15:13
73844003,8847,1,03-03-2024 11:52
93132641,8847,0,03-03-2024 12:04
62050481,8847,0,03-03-2024 12:15
91897927,8847,1,03-03-2024 12:17
97661191,8473,1,26-01-2024 11:54
26887002,8473,2,26-01-2024 11:56
15514544,8473,0,26-01-2024 12:03
10056723,8473,2,26-01-2024 12:05
13672150,5148,1,19-02-2024 10:29
28797572,5148,2,19-02-2024 10:30
92994240,5148,3,19-02-2024 10:35
63402215,5148,4,19-02-2024 10:40
92680415,5148,0,19-02-2024 10:42
50939734,5148,2,19-02-2024 10:47
47005432,5148,3,19-02-2024 10:50
79360388,5148,0,19-02-2024 10:53
77793923,5148,1,19-02-2024 10:58
88277156,5148,2,19-02-2024 11:03
76151342,5148,3,19-02-2024 11:04
51142642,5148,4,19-02-2024 11:06
77296939,5148,5,19-02-2024 11:07
37845879,1535,1,24-02-2024 17:36
43984611,1535,2,24-02-2024 17:38
42775358,1535,3,24-02-2024 17:41
76476909,1535,0,24-02-2024 17:44
55305195,1535,2,24-02-2024 17:47
92765887,1535,3,24-02-2024 17:50
84818825,1535,4,24-02-2024 17:52
77673998,1535,5,24-02-2024 17:57
54821727,6338,0,07-02-2024 20:31
88379498,6338,0,07-02-2024 20:39
12354257,4360,1,11-01-2024 18:56
33954013,4360,2,11-01-2024 18:59
47574534,4360,3,11-01-2024 19:02
67484283,4360,0,11-01-2024 19:06
10878981,4360,2,11-01-2024 19:09
34005204,4360,3,11-01-2024 19:13
50099884,4360,4,11-01-2024 19:16
38567815,4360,5,11-01-2024 19:18
42738607,4799,1,01-03-2024 17:22
66434666,4799,2,01-03-2024 17:26
46932234,4799,3,01-03-2024 17:30
26695297,4799,0,01-03-2024 17:33
84327295,4799,2,01-03-2024 17:35
19030649,4799,3,01-03-2024 17:36
62244093,4799,4,01-03-2024 17:40
97343791,4799,5,01-03-2024 17:44
56287918,3222,1,17-03-2024 12:17
39447796,3222,0,17-03-2024 12:27
18049477,3222,0,17-03-2024 12:35
92413799,3222,1,17-03-2024 12:37
84863309,4696,1,22-01-2024 12:26
92604645,4696,2,22-01-2024 12:31
61258911,4696,3,22-01-2024 12:33
18388509,4696,4,22-01-2024 12:38
38368552,4696,0,22-01-2024 12:43
31390508,4696,2,22-01-2024 12:46
12432913,4696,3,22-01-2024 12:49
51411749,4696,0,22-01-2024 12:52
60526224,4696,1,22-01-2024 12:54
19230463,4696,2,22-01-2024 12:58
60267976,4696,3,22-01-2024 13:01
29399578,4696,4,22-01-2024 13:03
72956013,4696,5,22-01-2024 13:07
43354782,1381,1,08-02-2024 12:36
49959605,1381,0,08-02-2024 12:43
98403693,9705,0,13-02-2024 17:05
94210763,9705,0,13-02-2024 17:11
38655627,2988,0,25-03-2024 15:42
71267872,2988,0,25-03-2024 15:53
94052478,8769,1,12-03-2024 16:47
43131317,8769,2,12-03-2024 16:50
52190885,8769,0,12-03-2024 17:01
61013918,8769,2,12-03-2024 17:03
57459658,8769,0,12-03-2024 17:08
67853552,8769,1,12-03-2024 17:12
80840114,8769,2,12-03-2024 17:13
24267312,7186,1,17-01-2024 21:10
88989597,7186,2,17-01-2024 21:12
55377601,7186,3,17-01-2024 21:13
30407214,7186,0,17-01-2024 21:14
10242119,7186,2,17-01-2024 21:15
74023603,7186,3,17-01-2024 21:20
75750920,3248,1,18-02-2024 10:14
41987268,3248,2,18-02-2024 10:18
66846917,3248,0,18-02-2024 10:29
92198087,3248,2,18-02-2024 10:31
39162893,3248,0,18-02-2024 10:38
51709036,3248,1,18-02-2024 10:39
16382838,3248,2,18-02-2024 10:41
61362589,1022,1,05-04-2024 21:01
54452549,1022,0,05-04-2024 21:07
62921916,7106,1,01-04-2024 19:19
15010879,7106,2,01-04-2024 19:21
43808009,7106,3,01-04-2024 19:26
76025959,7106,0,01-04-2024 19:35
37098550,7106,2,01-04-2024 19:36
95771426,7106,3,01-04-2024 19:40
46464689,7106,0,01-04-2024 19:41
60246346,7106,1,01-04-2024 19:44
33038771,7106,2,01-04-2024 19:45
49244831,7106,3,01-04-2024 19:50
80924215,6003,0,02-03-2024 11:11
51056177,9536,0,10-01-2024 12:18
94626182,9527,1,29-01-2024 14:33
90536597,9527,2,29-01-2024 14:34
42733538,9527,0,29-01-2024 14:44
19191259,9527,2,29-01-2024 14:48
39165307,9527,0,29-01-2024 14:52
28144110,9527,1,29-01-2024 14:55
19006184,9527,2,29-01-2024 14:56
65287655,6226,1,15-02-2024 11:15
34405065,6226,2,15-02-2024 11:16
74203758,6226,3,15-02-2024 11:19
74887648,6226,4,15-02-2024 11:24
71703652,6226,0,15-02-2024 11:27
88743118,6226,2,15-02-2024 11:31
64165377,6226,3,15-02-2024 11:36
38090695,6226,0,15-02-2024 11:37
10344985,6226,1,15-02-2024 11:40
96742123,6226,2,15-02-2024 11:44
12919070,6226,3,15-02-2024 11:48
29695003,6226,4,15-02-2024 11:52
52365419,6226,5,15-02-2024 11:54
92376436,7655,0,02-04-2024 11:28
52960035,5855,1,20-01-2024 19:55
88216069,5855,2,20-01-2024 20:00
95485412,5855,3,20-01-2024 20:04
17379213,5855,0,20-01-2024 20:08
62626591,5855,2,20-01-2024 20:10
30626977,5855,3,20-01-2024 20:14
86691205,5855,4,20-01-2024 20:16
95068852,6579,1,04-02-2024 20:20
12610434,6579,2,04-02-2024 20:24
19643391,6579,3,04-02-2024 20:27
11837452,6579,4,04-02-2024 20:28
34540651,6579,0,04-02-2024 20:32
60657889,6579,2,04-02-2024 20:35
87790506,6579,3,04-02-2024 20:36
25594916,6579,0,04-02-2024 20:39
48728130,6579,1,04-02-2024 20:41
67600274,6579,2,04-02-2024 20:45
13369908,6579,3,04-02-2024 20:46
38800797,6579,4,04-02-2024 20:50
63745614,6579,5,04-02-2024 20:55
15393285,3348,0,16-01-2024 11:39
21702913,2432,0,02-01-2024 14:48
36013861,2432,0,02-01-2024 14:56
74399011,4441,1,17-01-2024 15:51
33159044,4441,2,17-01-2024 15:52
62571660,4441,3,17-01-2024 15:55
66760985,4441,0,17-01-2024 15:59
53493843,4441,2,17-01-2024 16:00
36371472,4441,3,17-01-2024 16:04
28787572,4441,4,17-01-2024 16:08
47278501,2972,0,07-01-2024 17:13
52841095,2972,0,07-01-2024 17:20
46201434,5941,1,26-03-2024 16:54
26554265,5941,2,26-03-2024 16:55
47842702,5941,3,26-03-2024 16:56
24343758,5941,0,26-03-2024 16:59
11829020,5941,2,26-03-2024 17:00
88354804,5941,3,26-03-2024 17:04
84110059,5941,0,26-03-2024 17:07
25993136,5941,1,26-03-2024 17:12
74482474,5941,2,26-03-2024 17:17
43115644,5941,3,26-03-2024 17:19
85719561,8008,1,26-02-2024 18:16
34669261,8008,0,26-02-2024 18:27
69982711,8008,0,26-02-2024 18:34
20282039,8008,1,26-02-2024 18:35
65093619,6818,1,22-01-2024 20:45
24746938,6818,2,22-01-2024 20:48
37541334,6818,0,22-01-2024 20:56
25516776,6818,2,22-01-2024 21:01
33617207,6818,0,22-01-2024 21:06
62331593,6818,1,22-01-2024 21:11
30062721,6818,2,22-01-2024 21:12
16865003,7418,0,16-02-2024 17:55
72676047,1477,1,25-01-2024 21:19
87344638,1477,2,25-01-2024 21:20
83032665,1477,0,25-01-2024 21:25
51972347,1477,2,25-01-2024 21:26
53955034,1477,0,25-01-2024 21:28
77983741,1477,1,25-01-2024 21:30
61180216,1477,2,25-01-2024 21:31
90037590,7983,1,06-03-2024 20:07
90306887,7983,0,06-03-2024 20:17
97280566,7983,0,06-03-2024 20:22
56237802,7983,1,06-03-2024 20:25
52069311,2598,1,16-03-2024 20:22
76041739,2598,2,16-03-2024 20:24
57547034,2598,3,16-03-2024 20:26
89030940,2598,4,16-03-2024 20:28
41078871,2598,0,16-03-2024 20:30
69845276,2598,2,16-03-2024 20:35
81258731,2598,3,16-03-2024 20:39
57882068,2598,0,16-03-2024 20:41
57435830,2598,1,16-03-2024 20:45
76196670,2598,2,16-03-2024 20:47
19141809,2598,3,16-03-2024 20:52
77434130,2598,4,16-03-2024 20:54
50165084,9229,1,20-03-2024 13:56
83448020,9229,2,20-03-2024 14:00
89370911,9229,3,20-03-2024 14:04
89829520,9229,0,20-03-2024 14:08
79769034,9229,2,20-03-2024 14:13
36156466,9229,3,20-03-2024 14:15
42296486,9229,4,20-03-2024 14:20
32277741,9229,5,20-03-2024 14:23
76203550,8961,0,09-01-2024 16:40
20075633,7352,0,16-03-2024 21:56
37395977,4334,1,20-02-2024 18:52
87570176,4334,2,20-02-2024 18:53
82274719,4334,3,20-02-2024 18:55
97881925,4334,0,20-02-2024 18:59
50343398,4334,2,20-02-2024 19:01
39892779,4334,3,20-02-2024 19:02
69483043,4334,4,20-02-2024 19:05
74370690,4334,5,20-02-2024 19:09
99310961,6656,1,02-01-2024 13:23
76921255,6656,2,02-01-2024 13:25
68751724,6656,3,02-01-2024 13:28
75650583,6656,4,02-01-2024 13:33
74350691,6656,0,02-01-2024 13:38
77162106,6656,2,02-01-2024 13:42
51415292,6656,3,02-01-2024 13:47
85928031,6656,0,02-01-2024 13:51
45303785,6656,1,02-01-2024 13:52
32659581,6656,2,02-01-2024 13:54
41078891,6656,3,02-01-2024 13:57
92413336,6656,4,02-01-2024 14:00
48561753,7317,0,03-03-2024 12:38
58420551,8505,0,20-03-2024 19:49
56759811,8505,0,20-03-2024 20:02
85205430,7622,1,09-04-2024 12:43
55791285,7622,2,09-04-2024 12:47
24396644,7622,0,09-04-2024 12:50
21871594,7622,2,09-04-2024 12:55
47686435,8324,1,21-01-2024 19:14
92949563,8324,0,21-01-2024 19:30
75458890,8324,0,21-01-2024 19:39
48887225,8324,1,21-01-2024 19:40
32830081,2478,1,01-03-2024 21:56
50082077,2478,2,01-03-2024 22:00
96067121,2478,0,01-03-2024 22:10
76002452,2478,2,01-03-2024 22:15
59632617,2478,0,01-03-2024 22:17
26966262,2478,1,01-03-2024 22:18
33601485,2478,2,01-03-2024 22:22
97910081,1374,1,06-03-2024 10:08
17572645,1374,2,06-03-2024 10:10
26453252,1374,0,06-03-2024 10:12
51797412,1374,2,06-03-2024 10:14
95801571,1916,0,20-03-2024 17:42
51193007,1916,0,20-03-2024 17:54
52339705,1150,0,09-04-2024 19:19
42663869,5316,1,20-03-2024 20:00
92813581,5316,2,20-03-2024 20:04
17510576,5316,0,20-03-2024 20:10
90696594,5316,2,20-03-2024 20:15
75716837,5844,0,11-01-2024 16:19
32158550,5844,0,11-01-2024 16:30
49610185,3966,1,06-04-2024 18:54
43115474,3966,2,06-04-2024 18:55
10475628,3966,0,06-04-2024 18:59
66398783,3966,2,06-04-2024 19:03
69132795,3966,0,06-04-2024 19:10
45935931,3966,1,06-04-2024 19:15
23067080,3966,2,06-04-2024 19:16
81321170,4509,1,26-03-2024 12:26
31045933,4509,2,26-03-2024 12:27
36329547,4509,3,26-03-2024 12:31
80247266,4509,4,26-03-2024 12:35
96766883,4509,0,26-03-2024 12:37
77927036,4509,2,26-03-2024 12:39
59271030,4509,3,26-03-2024 12:43
89686509,4509,0,26-03-2024 12:45
96578963,4509,1,26-03-2024 12:49
28676983,4509,2,26-03-2024 12:53
90404696,4509,3,26-03-2024 12:57
19222333,4509,4,26-03-2024 12:58
96292847,4509,5,26-03-2024 13:02
10638833,6252,0,09-01-2024 21:38
92869513,7215,1,27-02-2024 14:24
72511900,7215,2,27-02-2024 14:25
98632045,7215,0,27-02-2024 14:30
83177731,7215,2,27-02-2024 14:35
82345420,8628,1,10-01-2024 16:17
30556654,8628,0,10-01-2024 16:32
14397091,8628,0,10-01-2024 16:39
83243988,8628,1,10-01-2024 16:42
66844377,3300,1,23-02-2024 20:48
83008929,3300,2,23-02-2024 20:49
42239355,3300,0,23-02-2024 20:54
97815143,3300,2,23-02-2024 20:58
50102330,1782,1,20-03-2024 18:21
39970212,1782,2,20-03-2024 18:24
96662384,1782,3,20-03-2024 18:28
82560435,1782,4,20-03-2024 18:31
66795308,1782,0,20-03-2024 18:35
19940328,1782,2,20-03-2024 18:37
53143369,1782,3,20-03-2024 18:39
51158336,1782,0,20-03-2024 18:43
61208833,1782,1,20-03-2024 18:48
32707451,1782,2,20-03-2024 18:49
97752976,1782,3,20-03-2024 18:52
72036877,1782,4,20-03-2024 18:53
76789076,1782,5,20-03-2024 18:58
67663527,4121,0,03-04-2024 14:48
86454892,7554,1,16-01-2024 11:42
87614813,7554,0,16-01-2024 11:57
12122100,7554,0,16-01-2024 12:02
67769197,7554,1,16-01-2024 12:03
83704847,6062,0,05-02-2024 17:32
34605029,8126,1,12-01-2024 15:12
71437902,8126,2,12-01-2024 15:13
33288492,8126,3,12-01-2024 15:18
68357540,8126,4,12-01-2024 15:21
70214146,8126,0,12-01-2024 15:24
21749844,8126,2,12-01-2024 15:29
70803466,8126,3,12-01-2024 15:32
99060593,8126,0,12-01-2024 15:35
71406611,8126,1,12-01-2024 15:36
86219622,8126,2,12-01-2024 15:41
14710489,8126,3,12-01-2024 15:44
89710736,8126,4,12-01-2024 15:47
89775274,8126,5,12-01-2024 15:48
75127963,3390,1,09-04-2024 15:09
17659205,3390,2,09-04-2024 15:12
27857661,3390,3,09-04-2024 15:14
59130973,3390,4,09-04-2024 15:18
76568970,3390,0,09-04-2024 15:20
61142436,3390,2,09-04-2024 15:24
83435362,3390,3,09-04-2024 15:27
87786510,3390,0,09-04-2024 15:31
59346493,3390,1,09-04-2024 15:32
82896557,3390,2,09-04-2024 15:33
15085369,3390,3,09-04-2024 15:35
20975458,3390,4,09-04-2024 15:40
49204346,3390,5,09-04-2024 15:45
37482857,6996,1,17-02-2024 13:33
35474656,6996,0,17-02-2024 13:44
